field_1,id,analitico_,analitic_1,analitic_2,analitic_3,analitic_4,analitic_5,analitic_6,analitic_7,analitic_8,analitic_9,analitic10,analitic11,analitic12,analitic13,analitic14,analitic15,analitic16,analitic17,analitic18,analitic19,analitic20,analitic21,analitic22,analitic23,analitic24,analitic25,analitic26,analitic27,analitic28,analitic29,analitic30,analitic31,analitic32,barnices,co3,color_hume,color_seco,concrecion,consistenc,consiste_1,consiste_2,consiste_3,estructura,estructu_1,estructu_2,formacione,humedad,id.1,limite_tip,limite_for,moteados,perfil_num,perfil_pro,perfil_cob,perfil_mat,perfil_mod,perfil_fec,perfil_veg,perfil_obs,perfil_cap,perfil_ubi,perfil_u_1,perfil_u_2,perfil_u_3,perfil_pai,perfil_p_1,perfil_p_2,perfil_hum,perfil_ero,perfil_e_1,perfil_ped,perfil_p_3,perfil_ser,perfil_s_1,perfil_s_2,perfil_gru,perfil_g_1,perfil_fas,perfil_f_1,perfil_sal,perfil_uso,perfil_rel,perfil_per,perfil_esc,perfil_pen,perfil_ane,perfil_dre,perfil_pos,ph,profundida,profundi_1,raices,textura,tipo
664,502,3369,39.8,NA,27.6,8.3,8.9,7.3,890,NA,NA,3.4,7.5,23.7,0.23,0.033,22.7,65.7,8.8,1.8,0,0,0,3,NA,NA,0.4,NA,NA,NA,NA,90 - 120,NA,7,Clsk+,,7.5YR 5/4,7.5YR 7/4,Ca +++,,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,débil,,húmedo,1106,difuso,,,11/909 C,NA,90,,false,1967-03-08,Pradera natural,"(*)Todas las características son de A2 pero aún así, después de los datos analíticos puede pasar a ser A1.
El B3 después de sus primeros 15 cm. deja de tener concreciones.",,"4,800 km. de Estación Guido Spano, en el centro sur del Mosaico.",R 363,3560-2-4,101,Pampa ondulada,,,no uniforme,,acumulación,,grado 0,Complejo de la terraza intermedia del Río Rojas,,NA,NA,Planosol,NA,anegable,clase 0,ganadero,normal,muy lenta,lento,0 - 1%,clase 2,,bajo,8.8,120,90,1,NA,B3ca
665,502,3367,54.1,25.2,26,8.4,8.9,7.1,631,5.4,4.8,3.5,11.5,31.8,0.45,0.055,23.2,57.4,9.3,1.5,0,0,0,0.01,NA,NA,1.2,3.1,NA,NA,NA,33 - 64,NA,8,Clsk+++ (10YR 3/1),,7.5YR 4/2,,Ca +,,friable,muy adhesivo,muy plástico,prismas,medios,débil,,húmedo,1104,claro,suave,"Fe Mn comunes, finos, débiles",11/909 C,NA,90,,false,1967-03-08,Pradera natural,"(*)Todas las características son de A2 pero aún así, después de los datos analíticos puede pasar a ser A1.
El B3 después de sus primeros 15 cm. deja de tener concreciones.",,"4,800 km. de Estación Guido Spano, en el centro sur del Mosaico.",R 363,3560-2-4,101,Pampa ondulada,,,no uniforme,,acumulación,,grado 0,Complejo de la terraza intermedia del Río Rojas,,NA,NA,Planosol,NA,anegable,clase 0,ganadero,normal,muy lenta,lento,0 - 1%,clase 2,,bajo,9.2,64,33,1,NA,B21
666,502,3370,33.6,24.9,24.2,7.8,8.3,6.7,1277,12.1,4.3,3.6,4.9,16.3,0.13,0.026,21.4,64.1,17.7,1.9,0,0,0,0,NA,NA,NA,3.8,NA,NA,NA,120 - 150,NA,5,,,7.5YR 5/4,,,,friable,no ahesivo,ligeramente plástico,,,,,mojado,1107,,,Mn (Fe) ++,11/909 C,NA,90,,false,1967-03-08,Pradera natural,"(*)Todas las características son de A2 pero aún así, después de los datos analíticos puede pasar a ser A1.
El B3 después de sus primeros 15 cm. deja de tener concreciones.",,"4,800 km. de Estación Guido Spano, en el centro sur del Mosaico.",R 363,3560-2-4,101,Pampa ondulada,,,no uniforme,,acumulación,,grado 0,Complejo de la terraza intermedia del Río Rojas,,NA,NA,Planosol,NA,anegable,clase 0,ganadero,normal,muy lenta,lento,0 - 1%,clase 2,,bajo,8,NA,150,1,NA,C
667,503,717,NA,19.5,22.2,5.8,6.9,5,3285,13.3,4.2,1.6,0.4,23.2,0.13,0.049,23.5,54.7,19.2,2.5,0.4,0,0,NA,NA,NA,NA,4,88,NA,NA,119 - 140,NA,3,,,7.5YR 5/4,,,,friable,,,bloques subangulares,medios,débil,,,1115,gradual,ondulado,,11/347 C,NA,100,,true,1965-11-18,Avenal,"El B21t, rompe a bloques angulares.
Se observan chorreaduras de materia orgánica en todo el perfil.",,750 m. al W.S.W. de Estación Arroyo Dulce. Ea.Santa Juana. 71 m.s.n.m.,RH 369,3560-3-1,24,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,140,119,,NA,B32
668,503,718,NA,20.2,21.7,6.2,7,5.2,4117,13.7,4.2,1.8,0.5,19.3,0.09,0.038,26.2,54.4,17.9,2.4,0.6,0.3,0.1,NA,NA,NA,NA,3.3,93,NA,NA,140 - 220,NA,3,,,,,,,,,,,,,,,1116,,,,11/347 C,NA,100,,true,1965-11-18,Avenal,"El B21t, rompe a bloques angulares.
Se observan chorreaduras de materia orgánica en todo el perfil.",,750 m. al W.S.W. de Estación Arroyo Dulce. Ea.Santa Juana. 71 m.s.n.m.,RH 369,3560-3-1,24,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,220,140,,NA,C
669,503,716,NA,21.3,23.1,5.7,6.9,5,3453,14.9,4.3,1.6,0.5,26.1,0.24,0.053,21,53.5,18.3,1.9,0.2,0,0,NA,NA,NA,NA,4.6,92,NA,NA,97 - 119,NA,4,,,7.5YR 4/4,,,,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,débil,,,1114,gradual,ondulado,,11/347 C,NA,100,,true,1965-11-18,Avenal,"El B21t, rompe a bloques angulares.
Se observan chorreaduras de materia orgánica en todo el perfil.",,750 m. al W.S.W. de Estación Arroyo Dulce. Ea.Santa Juana. 71 m.s.n.m.,RH 369,3560-3-1,24,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,119,97,,NA,B31
670,503,710,NA,20.8,22.8,5.4,6.2,5.5,2005,16.1,2.2,2.1,0.4,20.6,2.26,0.224,27.1,63.9,10.9,3.4,0.7,0.5,0,NA,NA,NA,NA,6.2,91,NA,NA,0 - 14,NA,10,,,10YR 3/2,,,,friable,,,granular,muy finos,débil,,,1108,abrupto,suave,,11/347 C,NA,100,,true,1965-11-18,Avenal,"El B21t, rompe a bloques angulares.
Se observan chorreaduras de materia orgánica en todo el perfil.",,750 m. al W.S.W. de Estación Arroyo Dulce. Ea.Santa Juana. 71 m.s.n.m.,RH 369,3560-3-1,24,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,14,0,3,NA,Ap
671,503,712,NA,16.2,20.5,5.6,6.5,5.1,5426,11.7,2.8,1.2,0.5,26.8,0.92,0.093,28.9,57.9,14.6,0.7,0,0,0,NA,NA,NA,NA,5.5,79,NA,NA,34 - 45,NA,10,,,10YR 3/2,,,,friable,,,granular,finos,débil,,,1110,claro,suave,,11/347 C,NA,100,,true,1965-11-18,Avenal,"El B21t, rompe a bloques angulares.
Se observan chorreaduras de materia orgánica en todo el perfil.",,750 m. al W.S.W. de Estación Arroyo Dulce. Ea.Santa Juana. 71 m.s.n.m.,RH 369,3560-3-1,24,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,45,34,1,NA,A3
672,503,711,NA,19.2,22.3,5.3,6.2,5.4,2497,14.8,2.4,1.5,0.5,24.6,1.92,0.197,26.7,62.6,11.1,1.3,0.3,0.1,0,NA,NA,NA,NA,7,86,NA,NA,14 - 34,NA,10,,,10YR 2/1,,,,friable,,,granular,finos,débil,,,1109,claro,suave,,11/347 C,NA,100,,true,1965-11-18,Avenal,"El B21t, rompe a bloques angulares.
Se observan chorreaduras de materia orgánica en todo el perfil.",,750 m. al W.S.W. de Estación Arroyo Dulce. Ea.Santa Juana. 71 m.s.n.m.,RH 369,3560-3-1,24,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,34,14,2,NA,A12
673,503,715,NA,27.2,29.4,5.7,6.8,5,2604,18.1,6.2,1.7,1.2,39.4,0.42,0.066,21.2,46.6,12.9,1,0.1,0,0,NA,NA,NA,NA,6,92,NA,NA,77 - 97,NA,6,Clsk ++,,7.5YR 3/2,,,,firme,ligeramente adhesivo,plástico,prismas,medios,moderado,,,1113,gradual,ondulado,,11/347 C,NA,100,,true,1965-11-18,Avenal,"El B21t, rompe a bloques angulares.
Se observan chorreaduras de materia orgánica en todo el perfil.",,750 m. al W.S.W. de Estación Arroyo Dulce. Ea.Santa Juana. 71 m.s.n.m.,RH 369,3560-3-1,24,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,97,77,,NA,B22t
674,503,713,NA,16.3,19.4,5.6,6.6,5,4951,11.1,3.8,0.9,0.5,32.4,0.54,0.07,21.1,53.2,12.5,1.8,0.1,0,0,NA,NA,NA,NA,5.1,84,NA,NA,45 - 58,NA,8,,,10YR 3/3,,,,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,moderado,,,1111,gradual,suave,,11/347 C,NA,100,,true,1965-11-18,Avenal,"El B21t, rompe a bloques angulares.
Se observan chorreaduras de materia orgánica en todo el perfil.",,750 m. al W.S.W. de Estación Arroyo Dulce. Ea.Santa Juana. 71 m.s.n.m.,RH 369,3560-3-1,24,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,58,45,1,NA,B1
675,503,714,NA,24.8,28.5,5.5,6.7,4.9,2829,17.3,5.5,1.5,0.5,39.8,0.51,0.076,18.4,48.2,10.1,1.8,0.1,0,0,NA,NA,NA,NA,6.2,87,NA,NA,58 - 77,NA,7,Clsk ++,,7.5YR 3/2,10YR 3/2,,,firme,muy adhesivo,muy plástico,prismas,medios,moderado,,,1112,gradual,ondulado,,11/347 C,NA,100,,true,1965-11-18,Avenal,"El B21t, rompe a bloques angulares.
Se observan chorreaduras de materia orgánica en todo el perfil.",,750 m. al W.S.W. de Estación Arroyo Dulce. Ea.Santa Juana. 71 m.s.n.m.,RH 369,3560-3-1,24,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,77,58,,NA,B21t
676,504,732,NA,NA,22.7,7.9,8.7,7.6,2761,NA,NA,1.3,0.4,NA,0.14,0.033,NA,NA,NA,NA,NA,NA,NA,25.7,NA,NA,NA,NA,NA,NA,NA,45 - 90,NA,4,,++++,7.5YR 5/4,,++++,,,,,grano suelto,,,,,1121,gradual,suave,,11/367 C,NA,100,,false,1965-11-25,Hinojo - Manzanilla - Trébol blanco - etc.,Esta observación fue realizada en conjunto con la comisión 8.,,"9,800 km. al N.N.E. de Estación Arroyo Dulce",R 372,3560-3-1,73,Pampa ondulada,,,uniforme,,acumulación,,grado 0,S/n del Complejo de la terraza baja del Arroyo Pergamino,,NA,NA,,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 4,,bajo,NA,90,45,,NA,II
677,504,734,NA,NA,21.8,7.9,8.9,7.7,2604,NA,NA,1.8,0.6,16.9,0.06,0.027,15.9,49,20.9,7.4,1.9,2.6,1.3,3.5,NA,NA,NA,NA,NA,NA,NA,151 +,NA,2,,+,7.5YR 4/2,,++,,,,,grano suelto,,,,,1123,gradual,,,11/367 C,NA,100,,false,1965-11-25,Hinojo - Manzanilla - Trébol blanco - etc.,Esta observación fue realizada en conjunto con la comisión 8.,,"9,800 km. al N.N.E. de Estación Arroyo Dulce",R 372,3560-3-1,73,Pampa ondulada,,,uniforme,,acumulación,,grado 0,S/n del Complejo de la terraza baja del Arroyo Pergamino,,NA,NA,,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 4,,bajo,NA,NA,151,,NA,IV
678,504,733,NA,NA,20.2,8,8.8,7.7,2643,NA,NA,1.5,0.5,NA,0.07,0.033,NA,NA,NA,NA,NA,NA,NA,16.3,NA,NA,NA,NA,NA,NA,NA,90 - 151,NA,2,,+++,7.5YR 4/2,,+++,,,,,grano suelto,,,,,1122,gradual,,,11/367 C,NA,100,,false,1965-11-25,Hinojo - Manzanilla - Trébol blanco - etc.,Esta observación fue realizada en conjunto con la comisión 8.,,"9,800 km. al N.N.E. de Estación Arroyo Dulce",R 372,3560-3-1,73,Pampa ondulada,,,uniforme,,acumulación,,grado 0,S/n del Complejo de la terraza baja del Arroyo Pergamino,,NA,NA,,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 4,,bajo,NA,151,90,,NA,III
679,504,730,NA,NA,29,7.5,8.2,7.2,2131,NA,NA,1.7,0.6,19.8,0.82,0.092,22.4,67.9,10.7,1.6,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,27 - 38,NA,9,,++++,7.5YR 4/2,,++++,,friable,,,bloques subangulares,medios,moderado,,,1119,claro,suave,,11/367 C,NA,100,,false,1965-11-25,Hinojo - Manzanilla - Trébol blanco - etc.,Esta observación fue realizada en conjunto con la comisión 8.,,"9,800 km. al N.N.E. de Estación Arroyo Dulce",R 372,3560-3-1,73,Pampa ondulada,,,uniforme,,acumulación,,grado 0,S/n del Complejo de la terraza baja del Arroyo Pergamino,,NA,NA,,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 4,,bajo,NA,38,27,1,NA,Bca
680,504,731,NA,NA,29.2,7.7,8.5,7.4,1874,NA,NA,1.8,0.6,NA,0.58,0.071,NA,NA,NA,NA,NA,NA,NA,29.2,NA,NA,NA,2.5,NA,NA,NA,38 - 45,NA,8,,++++,7.5YR 4/2,,++++,,,,,grano suelto,,,,,1120,claro,suave,,11/367 C,NA,100,,false,1965-11-25,Hinojo - Manzanilla - Trébol blanco - etc.,Esta observación fue realizada en conjunto con la comisión 8.,,"9,800 km. al N.N.E. de Estación Arroyo Dulce",R 372,3560-3-1,73,Pampa ondulada,,,uniforme,,acumulación,,grado 0,S/n del Complejo de la terraza baja del Arroyo Pergamino,,NA,NA,,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 4,,bajo,NA,45,38,,NA,C
681,504,728,NA,22.5,24.9,5.6,6.2,5.5,1665,16.7,3.3,2.1,0.4,24,1.65,0.176,26.1,56.2,14.9,4,0.8,0.1,0,NA,NA,NA,NA,5.7,90,NA,NA,0 - 15,NA,9,,,10YR 3/2,,,,friable,,,granular,finos,débil,,,1117,abrupto,suave,,11/367 C,NA,100,,false,1965-11-25,Hinojo - Manzanilla - Trébol blanco - etc.,Esta observación fue realizada en conjunto con la comisión 8.,,"9,800 km. al N.N.E. de Estación Arroyo Dulce",R 372,3560-3-1,73,Pampa ondulada,,,uniforme,,acumulación,,grado 0,S/n del Complejo de la terraza baja del Arroyo Pergamino,,NA,NA,,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 4,,bajo,NA,15,0,4,NA,Ap
682,504,729,NA,27.8,29.8,6.3,6.9,5.9,2546,20.4,4.8,2.2,0.4,27.8,1.24,0.135,23.3,59.5,9.7,3,0,0,0,NA,NA,NA,NA,4.3,93,NA,NA,15 - 27,NA,9,,,10YR 3/1,,,,friable,,,bloques subangulares,medios,débil,,,1118,claro,ondulado,,11/367 C,NA,100,,false,1965-11-25,Hinojo - Manzanilla - Trébol blanco - etc.,Esta observación fue realizada en conjunto con la comisión 8.,,"9,800 km. al N.N.E. de Estación Arroyo Dulce",R 372,3560-3-1,73,Pampa ondulada,,,uniforme,,acumulación,,grado 0,S/n del Complejo de la terraza baja del Arroyo Pergamino,,NA,NA,,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 4,,bajo,NA,27,15,2,NA,A12
683,506,736,NA,18.9,22.1,5.3,6.2,5.2,4932,13.2,3.4,1.8,0.5,23.4,1.34,0.156,26,63.3,11,1.9,0.2,0.2,0,NA,NA,NA,NA,7.4,86,NA,NA,16 - 26,NA,9,,,10YR 2/1,,,,muy friable,,,granular,muy finos,débil,,,1125,claro,suave,,11/384 C,NA,36,Loess bonaerense,false,1965-12-14,Rastrojo de arvejas,"7.5YR 4/2 y 10YR 3/1 debido a materia orgánica.
Calicata realizada con la colaboración de la comisión 8.",,"7,500 km. de Estación Arroyo Dulce (en línea recta), (S.E.)",R 368,3560-3-1,62,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,26,16,3,NA,A12
684,506,739,NA,25.8,28.1,5.8,6.9,5.1,2959,17.4,5.6,2.1,0.7,36.4,0.43,0.073,20.5,50.5,11.7,1.3,0.11,0.05,0,NA,NA,NA,NA,5.8,92,NA,NA,44 - 75,NA,6,Clsk+++,,7.5YR 4/2,,,,firme,muy adhesivo,muy plástico,prismas,medios,fuerte,,,1128,gradual,suave,,11/384 C,NA,36,Loess bonaerense,false,1965-12-14,Rastrojo de arvejas,"7.5YR 4/2 y 10YR 3/1 debido a materia orgánica.
Calicata realizada con la colaboración de la comisión 8.",,"7,500 km. de Estación Arroyo Dulce (en línea recta), (S.E.)",R 368,3560-3-1,62,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,75,44,2,NA,B22
685,506,740,NA,25.2,25.7,5.7,6.9,5,2738,16.6,5.6,2.4,0.6,32.7,0.37,0.059,18.9,51.4,12.5,3.2,0.2,0,0,NA,NA,NA,NA,5.4,98,NA,NA,75 - 100,NA,6,Clsk++,,7.5YR 4/4,,,,firme,adhesivo,plástico,prismas,medios,,,,1129,gradual,,,11/384 C,NA,36,Loess bonaerense,false,1965-12-14,Rastrojo de arvejas,"7.5YR 4/2 y 10YR 3/1 debido a materia orgánica.
Calicata realizada con la colaboración de la comisión 8.",,"7,500 km. de Estación Arroyo Dulce (en línea recta), (S.E.)",R 368,3560-3-1,62,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,100,75,2,NA,B23
686,506,742,27,21.2,22,6.4,7,5.3,2998,13.3,5.5,1.9,0.5,18.5,0.05,0.022,27.2,60.5,12,5.9,1.7,1.2,0.2,NA,NA,NA,NA,3.4,96,NA,NA,150 - 180,NA,2,,,7.5YR 4/2,,,,,,,,,,,,1131,,,,11/384 C,NA,36,Loess bonaerense,false,1965-12-14,Rastrojo de arvejas,"7.5YR 4/2 y 10YR 3/1 debido a materia orgánica.
Calicata realizada con la colaboración de la comisión 8.",,"7,500 km. de Estación Arroyo Dulce (en línea recta), (S.E.)",R 368,3560-3-1,62,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,200,150,,NA,C
687,506,735,NA,19.6,22.2,5.1,6,5.1,2918,13.5,3.5,2.1,0.5,20.8,1.79,0.188,29.2,63.9,11.6,2.7,0.6,0.4,0,NA,NA,NA,NA,8,88,NA,NA,0 - 16,NA,10,,,10YR 3/1,,,,muy friable,,,granular,muy finos,débil,,,1124,abrupto,suave,,11/384 C,NA,36,Loess bonaerense,false,1965-12-14,Rastrojo de arvejas,"7.5YR 4/2 y 10YR 3/1 debido a materia orgánica.
Calicata realizada con la colaboración de la comisión 8.",,"7,500 km. de Estación Arroyo Dulce (en línea recta), (S.E.)",R 368,3560-3-1,62,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,16,0,4,NA,Ap
688,506,738,NA,18.3,20.1,5.5,6.6,5,4340,12.2,4.1,1.5,0.5,40.2,0.46,0.093,23.4,44.5,11.9,3.1,0.3,0,0,NA,NA,NA,NA,4.9,87,NA,NA,34 - 44,NA,5,,,10YR 3/3,,,,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,moderado,,,1127,claro,suave,,11/384 C,NA,36,Loess bonaerense,false,1965-12-14,Rastrojo de arvejas,"7.5YR 4/2 y 10YR 3/1 debido a materia orgánica.
Calicata realizada con la colaboración de la comisión 8.",,"7,500 km. de Estación Arroyo Dulce (en línea recta), (S.E.)",R 368,3560-3-1,62,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,44,34,2,NA,B21
689,506,737,NA,16.2,19.2,5.4,6.5,5.1,6313,11.2,3,1.6,0.4,28.3,0.82,0.096,22.1,56.8,12.4,2.1,0.2,0.2,0,NA,NA,NA,NA,5.5,84,NA,NA,26 - 34,NA,8,,,10YR 3/2,,,,friable,,,bloques subangulares,medios,débil,,,1126,claro,suave,,11/384 C,NA,36,Loess bonaerense,false,1965-12-14,Rastrojo de arvejas,"7.5YR 4/2 y 10YR 3/1 debido a materia orgánica.
Calicata realizada con la colaboración de la comisión 8.",,"7,500 km. de Estación Arroyo Dulce (en línea recta), (S.E.)",R 368,3560-3-1,62,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,34,26,3,NA,A3
690,506,741,NA,18.4,21.5,5.9,6.9,5.1,3589,10.8,5.2,1.9,0.5,23.1,0.16,0.043,19.5,54.3,20,2.7,0,0,0,NA,NA,NA,NA,3.9,86,NA,NA,100 - 150,NA,4,,,7.5YR 5/4,,,,,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,moderado,,,1130,gradual,,,11/384 C,NA,36,Loess bonaerense,false,1965-12-14,Rastrojo de arvejas,"7.5YR 4/2 y 10YR 3/1 debido a materia orgánica.
Calicata realizada con la colaboración de la comisión 8.",,"7,500 km. de Estación Arroyo Dulce (en línea recta), (S.E.)",R 368,3560-3-1,62,Pampa ondulada,,,uniforme,nula,,,grado 0,Arroyo Dulce,AD,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,150,100,1,NA,B3
691,507,747,27.9,24.8,26.1,NA,NA,NA,3314,16.8,4.9,2.6,0.5,62.8,0.09,0.023,21,9.9,15.2,3.9,1.1,0.6,0,0,NA,NA,NA,4.3,95,NA,NA,97 - 124,NA,4,,,7.5YR 4/2,,,,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,moderado,,,1136,,,,11/385 C,NA,70,,false,1965-12-14,Vegetación hidrófila,"B21: El límite tiene alguna tendencia a ondulado (suavemente). 
Ap: Rompe a granular, fino, débil.
A2 y B22: Rompe a bloques subangulares, medios, moderados.
El fragipán después de las lluvias ha perdido su extremada dureza.
Calicata realizada con el",,"7,300 km. al S.E. de Estación Arroyo Dulce.",R 368,3560-3-1,62,Pampa ondulada,,,no uniforme,,acumulación,,grado 0,S/n del Centro de la depresión,,NA,NA,Gley sub-húmico,NA,,clase 0,ganadero,cóncavo,lenta,muy lento,0 - 1%,clase 2,,,6,124,97,,NA,B3
692,507,743,NA,18.2,22.6,5.3,5.9,5,4537,10.7,4.2,2.8,0.5,63.2,1.93,0.194,NA,NA,4.1,1.1,0.2,0.3,0.2,0,NA,NA,NA,8.9,81,NA,NA,0 - 13,NA,10,,,10YR 2/2,,,,friable,,,bloques subangulares,medios,moderado,,,1132,abrupto,suave,"Fe + finos, precisos",11/385 C,NA,70,,false,1965-12-14,Vegetación hidrófila,"B21: El límite tiene alguna tendencia a ondulado (suavemente). 
Ap: Rompe a granular, fino, débil.
A2 y B22: Rompe a bloques subangulares, medios, moderados.
El fragipán después de las lluvias ha perdido su extremada dureza.
Calicata realizada con el",,"7,300 km. al S.E. de Estación Arroyo Dulce.",R 368,3560-3-1,62,Pampa ondulada,,,no uniforme,,acumulación,,grado 0,S/n del Centro de la depresión,,NA,NA,Gley sub-húmico,NA,,clase 0,ganadero,cóncavo,lenta,muy lento,0 - 1%,clase 2,,,5.5,13,0,2,NA,Ap
693,507,748,23,19.4,19.4,NA,NA,NA,4735,12.9,4.2,1.8,0.5,66.5,0.07,0.018,40,NA,27.5,2.1,0.9,0,0,0,NA,NA,NA,3.2,100,NA,NA,124 - 135,NA,4,,,7.5YR 4/4,,,,firme,,,bloques subangulares,medios,fuerte,,,1137,,,"Fe Mn + finos, precisos",11/385 C,NA,70,,false,1965-12-14,Vegetación hidrófila,"B21: El límite tiene alguna tendencia a ondulado (suavemente). 
Ap: Rompe a granular, fino, débil.
A2 y B22: Rompe a bloques subangulares, medios, moderados.
El fragipán después de las lluvias ha perdido su extremada dureza.
Calicata realizada con el",,"7,300 km. al S.E. de Estación Arroyo Dulce.",R 368,3560-3-1,62,Pampa ondulada,,,no uniforme,,acumulación,,grado 0,S/n del Centro de la depresión,,NA,NA,Gley sub-húmico,NA,,clase 0,ganadero,cóncavo,lenta,muy lento,0 - 1%,clase 2,,,NA,135,124,,NA,Cx
694,507,744,NA,18.3,20.7,5.7,6.6,5.3,4735,11.5,3.8,2.4,0.6,60.6,0.8,0.079,NA,NA,6.9,1.3,1.3,1.7,1.3,0,NA,NA,NA,7.5,88,NA,NA,13 - 33,NA,10,,,10YR 2/1,,,,firme,,,laminar,gruesos,fuerte,,,1133,claro,suave,,11/385 C,NA,70,,false,1965-12-14,Vegetación hidrófila,"B21: El límite tiene alguna tendencia a ondulado (suavemente). 
Ap: Rompe a granular, fino, débil.
A2 y B22: Rompe a bloques subangulares, medios, moderados.
El fragipán después de las lluvias ha perdido su extremada dureza.
Calicata realizada con el",,"7,300 km. al S.E. de Estación Arroyo Dulce.",R 368,3560-3-1,62,Pampa ondulada,,,no uniforme,,acumulación,,grado 0,S/n del Centro de la depresión,,NA,NA,Gley sub-húmico,NA,,clase 0,ganadero,cóncavo,lenta,muy lento,0 - 1%,clase 2,,,5.5,33,13,1,NA,A2
