,id.p,id.p.h,hor,top,bottom,thick,tb,CEC,phw,phkcl,resist,OC,clay,silt20,sand.mf,p_permeabilidad,p_escurrimiento,p_anegamiento,p_drenaje,dren,dem,river,wdist,maxc,mrvbf,slope,twi,vdchn,water,lstm,lstsd,evim,evisd,ndwi.a,ndwi.b,ndwi.bsd,X,Y
583,485,485_B32,BC,120,140,20,25.5,27.6,7.4,5.5,3546,0.11,25.6,27.6,14.6,4,3,clase 5,NA,4.3,77.5733947754,83063.4765625,123.6966552734,-1.1001505852,4.414206028,0.0338865668,11.445763588,5.9891967773,0,296.5914371524,7.4571611531,3444.2013888889,1798.8892088543,0.0574751986,-0.1155006716,0.0650582861,5446041.37799928,6232672.47802062
584,485,485_B31,BC,95,120,25,23.4,25.5,7.1,5,3546,0.19,27.9,26.3,14.4,4,3,clase 5,NA,4.3,77.5733947754,83063.4765625,123.6966552734,-1.1001505852,4.414206028,0.0338865668,11.445763588,5.9891967773,0,296.5914371524,7.4571611531,3444.2013888889,1798.8892088543,0.0574751986,-0.1155006716,0.0650582861,5446041.37799928,6232672.47802062
585,485,485_C140,C,140,160,20,31.2,32.5,6.8,5.1,2258,0.43,40.4,20.6,7.3,4,3,clase 5,NA,4.3,77.5733947754,83063.4765625,123.6966552734,-1.1001505852,4.414206028,0.0338865668,11.445763588,5.9891967773,0,296.5914371524,7.4571611531,3444.2013888889,1798.8892088543,0.0574751986,-0.1155006716,0.0650582861,5446041.37799928,6232672.47802062
586,488,488_Ap,A,0,14,14,19.7,21.6,5.3,NA,2531,2.03,23.9,17.4,16.3,2,3,clase 5,NA,2.3,76.323600769,112003.515625,523.9422607422,-6.4790825844,4.6917376518,0.0311376229,14.9287548065,1.7901382446,0,296.6666765101,7.5182489074,3601.0555555556,2057.896678201,0.0478301364,-0.1106893434,0.0971125067,5424240.27799837,6212886.47801842
587,488,488_A12,A,14,30,16,18,20.2,5,NA,4673,1.69,23.8,19,17.9,2,3,clase 5,NA,2.3,76.323600769,112003.515625,523.9422607422,-6.4790825844,4.6917376518,0.0311376229,14.9287548065,1.7901382446,0,296.6666765101,7.5182489074,3601.0555555556,2057.896678201,0.0478301364,-0.1106893434,0.0971125067,5424240.27799837,6212886.47801842
588,488,488_B1 (*),AB.BA,30,39,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,clase 5,NA,2.3,76.323600769,112003.515625,523.9422607422,-6.4790825844,4.6917376518,0.0311376229,14.9287548065,1.7901382446,0,296.6666765101,7.5182489074,3601.0555555556,2057.896678201,0.0478301364,-0.1106893434,0.0971125067,5424240.27799837,6212886.47801842
589,488,488_B21,B,39,60,21,19.4,21.5,4.9,NA,3466,0.6,31.6,15.3,15.8,2,3,clase 5,NA,2.3,76.323600769,112003.515625,523.9422607422,-6.4790825844,4.6917376518,0.0311376229,14.9287548065,1.7901382446,0,296.6666765101,7.5182489074,3601.0555555556,2057.896678201,0.0478301364,-0.1106893434,0.0971125067,5424240.27799837,6212886.47801842
590,488,488_B22,B,60,82,22,19.6,22,4.8,NA,3116,0.45,31.5,12.7,18.6,2,3,clase 5,NA,2.3,76.323600769,112003.515625,523.9422607422,-6.4790825844,4.6917376518,0.0311376229,14.9287548065,1.7901382446,0,296.6666765101,7.5182489074,3601.0555555556,2057.896678201,0.0478301364,-0.1106893434,0.0971125067,5424240.27799837,6212886.47801842
591,488,488_B3,BC,82,104,22,17.9,19.8,4.8,NA,3583,0.28,21.5,13.3,24.6,2,3,clase 5,NA,2.3,76.323600769,112003.515625,523.9422607422,-6.4790825844,4.6917376518,0.0311376229,14.9287548065,1.7901382446,0,296.6666765101,7.5182489074,3601.0555555556,2057.896678201,0.0478301364,-0.1106893434,0.0971125067,5424240.27799837,6212886.47801842
592,488,488_C,C,104,124,20,15.1,16.5,4.8,NA,3894,0.11,12.3,13.3,25.4,2,3,clase 5,NA,2.3,76.323600769,112003.515625,523.9422607422,-6.4790825844,4.6917376518,0.0311376229,14.9287548065,1.7901382446,0,296.6666765101,7.5182489074,3601.0555555556,2057.896678201,0.0478301364,-0.1106893434,0.0971125067,5424240.27799837,6212886.47801842
593,489,489_Ap,A,0,16,16,26.3,31.5,6.5,5.6,2289,3.14,31.9,39.8,5.2,2,2,clase 2,NA,2.2,75.3494873047,84381.265625,30.0008449554,-35.4065475464,3.9337208271,0.2107192576,14.7589578629,0.2877883911,0.4137931168,296.7287057316,7.6292186027,3679.9513888889,1625.3032178852,0.0340404297,-0.0925433031,0.0694062985,5446729.3780022,6230535.07801733
594,489,489_A12,A,16,33,17,30.7,34.3,6.3,5.5,3032,2.81,34.1,32.7,5.8,2,2,clase 2,NA,2.2,75.3494873047,84381.265625,30.0008449554,-35.4065475464,3.9337208271,0.2107192576,14.7589578629,0.2877883911,0.4137931168,296.7287057316,7.6292186027,3679.9513888889,1625.3032178852,0.0340404297,-0.0925433031,0.0694062985,5446729.3780022,6230535.07801733
595,489,489_B1,AB.BA,44,74,30,22.8,25.8,6.8,5.5,3871,0.83,35.4,36.4,6.5,2,2,clase 2,NA,2.2,75.3494873047,84381.265625,30.0008449554,-35.4065475464,3.9337208271,0.2107192576,14.7589578629,0.2877883911,0.4137931168,296.7287057316,7.6292186027,3679.9513888889,1625.3032178852,0.0340404297,-0.0925433031,0.0694062985,5446729.3780022,6230535.07801733
596,489,489_A3,AB.BA,33,44,11,25.7,27.3,6.5,5.5,3871,1.81,32.5,44.8,2.9,2,2,clase 2,NA,2.2,75.3494873047,84381.265625,30.0008449554,-35.4065475464,3.9337208271,0.2107192576,14.7589578629,0.2877883911,0.4137931168,296.7287057316,7.6292186027,3679.9513888889,1625.3032178852,0.0340404297,-0.0925433031,0.0694062985,5446729.3780022,6230535.07801733
597,489,489_B22,B,91,141,50,33.9,35.3,7,5.5,1322,0.29,52.7,23.8,6.1,2,2,clase 2,NA,2.2,75.3494873047,84381.265625,30.0008449554,-35.4065475464,3.9337208271,0.2107192576,14.7589578629,0.2877883911,0.4137931168,296.7287057316,7.6292186027,3679.9513888889,1625.3032178852,0.0340404297,-0.0925433031,0.0694062985,5446729.3780022,6230535.07801733
598,489,489_B21,B,74,91,17,23.1,26.2,7.1,5.6,3387,0.51,35.2,41.4,5.9,2,2,clase 2,NA,2.2,75.3494873047,84381.265625,30.0008449554,-35.4065475464,3.9337208271,0.2107192576,14.7589578629,0.2877883911,0.4137931168,296.7287057316,7.6292186027,3679.9513888889,1625.3032178852,0.0340404297,-0.0925433031,0.0694062985,5446729.3780022,6230535.07801733
599,489,489_B3,BC,141,161,20,28.5,26.8,7.8,6.1,1775,0.14,28.9,34.8,9.9,2,2,clase 2,NA,2.2,75.3494873047,84381.265625,30.0008449554,-35.4065475464,3.9337208271,0.2107192576,14.7589578629,0.2877883911,0.4137931168,296.7287057316,7.6292186027,3679.9513888889,1625.3032178852,0.0340404297,-0.0925433031,0.0694062985,5446729.3780022,6230535.07801733
600,490,490_A12,A,14,28,14,18.3,22.4,6.2,5.3,3709,2.19,26.2,28.6,11.8,3,3,clase 5,NA,3.3,67.1654815674,88142.9609375,364.9760437012,-15.1103792191,2.712474823,0.3939611912,10.6105184555,0.3892669678,0,296.5185613646,7.6015701817,4501.7638888889,1816.3666953107,0.0167072709,-0.025459797,0.1026474957,5445956.87799605,6226279.17801995
601,490,490_Ap,A,0,14,14,18.3,20.8,6.1,5.2,3871,2.05,24.9,30.6,14,3,3,clase 5,NA,3.3,67.1654815674,88142.9609375,364.9760437012,-15.1103792191,2.712474823,0.3939611912,10.6105184555,0.3892669678,0,296.5185613646,7.6015701817,4501.7638888889,1816.3666953107,0.0167072709,-0.025459797,0.1026474957,5445956.87799605,6226279.17801995
602,490,490_A3 / B1,AB.BA,28,47,19,15.5,17.3,6.6,5.3,5000,0.97,28.6,25.1,13.6,3,3,clase 5,NA,3.3,67.1654815674,88142.9609375,364.9760437012,-15.1103792191,2.712474823,0.3939611912,10.6105184555,0.3892669678,0,296.5185613646,7.6015701817,4501.7638888889,1816.3666953107,0.0167072709,-0.025459797,0.1026474957,5445956.87799605,6226279.17801995
603,490,490_B23,B,90,108,18,19.6,21.2,7.1,5.4,2693,0.3,29.8,21.4,19.5,3,3,clase 5,NA,3.3,67.1654815674,88142.9609375,364.9760437012,-15.1103792191,2.712474823,0.3939611912,10.6105184555,0.3892669678,0,296.5185613646,7.6015701817,4501.7638888889,1816.3666953107,0.0167072709,-0.025459797,0.1026474957,5445956.87799605,6226279.17801995
604,490,490_B22,B,72,90,18,24.3,25.8,7,5.3,2338,0.41,33.4,23.1,13.4,3,3,clase 5,NA,3.3,67.1654815674,88142.9609375,364.9760437012,-15.1103792191,2.712474823,0.3939611912,10.6105184555,0.3892669678,0,296.5185613646,7.6015701817,4501.7638888889,1816.3666953107,0.0167072709,-0.025459797,0.1026474957,5445956.87799605,6226279.17801995
605,490,490_B21,B,47,72,25,22.3,24.4,6.9,5.2,2225,0.68,42,15,12.1,3,3,clase 5,NA,3.3,67.1654815674,88142.9609375,364.9760437012,-15.1103792191,2.712474823,0.3939611912,10.6105184555,0.3892669678,0,296.5185613646,7.6015701817,4501.7638888889,1816.3666953107,0.0167072709,-0.025459797,0.1026474957,5445956.87799605,6226279.17801995
606,490,490_B32,BC,122,150,28,21.8,20.1,8.1,6.5,2338,0.08,23.1,25.9,18.1,3,3,clase 5,NA,3.3,67.1654815674,88142.9609375,364.9760437012,-15.1103792191,2.712474823,0.3939611912,10.6105184555,0.3892669678,0,296.5185613646,7.6015701817,4501.7638888889,1816.3666953107,0.0167072709,-0.025459797,0.1026474957,5445956.87799605,6226279.17801995
607,490,490_B31,BC,108,122,14,18.6,20.4,7.2,5.2,3709,0.22,25.2,21.8,21,3,3,clase 5,NA,3.3,67.1654815674,88142.9609375,364.9760437012,-15.1103792191,2.712474823,0.3939611912,10.6105184555,0.3892669678,0,296.5185613646,7.6015701817,4501.7638888889,1816.3666953107,0.0167072709,-0.025459797,0.1026474957,5445956.87799605,6226279.17801995
608,490,490_C,C,150,170,20,18.4,17.6,7.1,5.4,3387,0.06,24.4,23.4,17.2,3,3,clase 5,NA,3.3,67.1654815674,88142.9609375,364.9760437012,-15.1103792191,2.712474823,0.3939611912,10.6105184555,0.3892669678,0,296.5185613646,7.6015701817,4501.7638888889,1816.3666953107,0.0167072709,-0.025459797,0.1026474957,5445956.87799605,6226279.17801995
609,492,492_Ap,A,0,13,13,NA,17.5,9.1,7.5,795,1.57,19,33.9,6.1,1,1,clase 2,NA,1.1,68.6497573853,91640.625,722.5160522461,-37.0725097656,4.5423598289,0.1811798811,16.9371109009,0.2254257202,0,296.7665494899,7.7426069804,3248.6736111111,1209.3875455712,-0.020844606,-0.0760476026,0.0382532518,5438945.1779992,6227249.07802525
610,492,492_B2ca,B,23,58,35,NA,27.3,8.9,7.3,726,0.44,29.3,30.2,5.6,1,1,clase 2,NA,1.1,68.6497573853,91640.625,722.5160522461,-37.0725097656,4.5423598289,0.1811798811,16.9371109009,0.2254257202,0,296.7665494899,7.7426069804,3248.6736111111,1209.3875455712,-0.020844606,-0.0760476026,0.0382532518,5438945.1779992,6227249.07802525
611,492,492_IIB2ca,B,78,100,22,NA,33.6,8.8,7.1,879,0.22,28.1,30.7,4.8,1,1,clase 2,NA,1.1,68.6497573853,91640.625,722.5160522461,-37.0725097656,4.5423598289,0.1811798811,16.9371109009,0.2254257202,0,296.7665494899,7.7426069804,3248.6736111111,1209.3875455712,-0.020844606,-0.0760476026,0.0382532518,5438945.1779992,6227249.07802525
612,492,492_B3ca,BC,58,78,20,NA,22,8.7,7.2,1184,0.38,28.7,29.7,7,1,1,clase 2,NA,1.1,68.6497573853,91640.625,722.5160522461,-37.0725097656,4.5423598289,0.1811798811,16.9371109009,0.2254257202,0,296.7665494899,7.7426069804,3248.6736111111,1209.3875455712,-0.020844606,-0.0760476026,0.0382532518,5438945.1779992,6227249.07802525
613,492,492_IIB3ca,BC,100,125,25,NA,27.5,8.7,7.1,1050,0.17,29.2,25.6,7,1,1,clase 2,NA,1.1,68.6497573853,91640.625,722.5160522461,-37.0725097656,4.5423598289,0.1811798811,16.9371109009,0.2254257202,0,296.7665494899,7.7426069804,3248.6736111111,1209.3875455712,-0.020844606,-0.0760476026,0.0382532518,5438945.1779992,6227249.07802525
614,492,492_Cgca,C,125,145,20,NA,25.4,8.7,7.1,1108,0.14,25.6,25.5,9.8,1,1,clase 2,NA,1.1,68.6497573853,91640.625,722.5160522461,-37.0725097656,4.5423598289,0.1811798811,16.9371109009,0.2254257202,0,296.7665494899,7.7426069804,3248.6736111111,1209.3875455712,-0.020844606,-0.0760476026,0.0382532518,5438945.1779992,6227249.07802525
615,492,492_A22,E,13,23,10,NA,16.1,9.4,7.9,745,0.75,21.2,32.9,7,1,1,clase 2,NA,1.1,68.6497573853,91640.625,722.5160522461,-37.0725097656,4.5423598289,0.1811798811,16.9371109009,0.2254257202,0,296.7665494899,7.7426069804,3248.6736111111,1209.3875455712,-0.020844606,-0.0760476026,0.0382532518,5438945.1779992,6227249.07802525
616,494,494_IA,A,0,10,10,23.2,28.2,5.9,5.3,1558,2.87,31.2,34.3,4.1,2,2,clase 2,NA,2.2,79.1445465088,116937.296875,169.7104034424,-12.4237184525,4.5570616722,0.1126636043,15.223236084,0.3445053101,0,296.3911800778,7.3345305011,3635.2083333333,2099.0542987976,0.0153498876,-0.1277652205,0.1008795361,5417235.17799498,6212270.97802646
617,494,494_IIA1,A,10,19,9,21.7,26.6,5.7,5.1,1558,2.23,31.3,29.8,5.2,2,2,clase 2,NA,2.2,79.1445465088,116937.296875,169.7104034424,-12.4237184525,4.5570616722,0.1126636043,15.223236084,0.3445053101,0,296.3911800778,7.3345305011,3635.2083333333,2099.0542987976,0.0153498876,-0.1277652205,0.1008795361,5417235.17799498,6212270.97802646
618,494,494_IIB21,B,29,44,15,26.6,28.9,6.9,5.7,1285,0.42,37.9,23.7,10,2,2,clase 2,NA,2.2,79.1445465088,116937.296875,169.7104034424,-12.4237184525,4.5570616722,0.1126636043,15.223236084,0.3445053101,0,296.3911800778,7.3345305011,3635.2083333333,2099.0542987976,0.0153498876,-0.1277652205,0.1008795361,5417235.17799498,6212270.97802646
619,494,494_IIB22,B,44,95,51,34.4,36.3,7,5.7,1090,0.39,34.6,28.6,7.5,2,2,clase 2,NA,2.2,79.1445465088,116937.296875,169.7104034424,-12.4237184525,4.5570616722,0.1126636043,15.223236084,0.3445053101,0,296.3911800778,7.3345305011,3635.2083333333,2099.0542987976,0.0153498876,-0.1277652205,0.1008795361,5417235.17799498,6212270.97802646
620,494,494_IIB3x,BC,95,115,20,32.5,33.4,7.2,5.8,1480,0.26,20.3,33.5,10.4,2,2,clase 2,NA,2.2,79.1445465088,116937.296875,169.7104034424,-12.4237184525,4.5570616722,0.1126636043,15.223236084,0.3445053101,0,296.3911800778,7.3345305011,3635.2083333333,2099.0542987976,0.0153498876,-0.1277652205,0.1008795361,5417235.17799498,6212270.97802646
621,494,494_IIA2,E,19,29,10,18.6,21.8,6.7,5.6,2181,0.39,28.1,31.1,3.3,2,2,clase 2,NA,2.2,79.1445465088,116937.296875,169.7104034424,-12.4237184525,4.5570616722,0.1126636043,15.223236084,0.3445053101,0,296.3911800778,7.3345305011,3635.2083333333,2099.0542987976,0.0153498876,-0.1277652205,0.1008795361,5417235.17799498,6212270.97802646
622,496,496_A12,A,16,36,20,16.3,19.9,5.5,4.8,6231,1.6,25.9,15.9,17.9,3,2,clase 5,NA,3.2,83.7551040649,122664.7109375,30.0008449554,2.6179401875,5.4571242332,0.0516161248,11.4955625534,1.0497360229,0.3103448153,296.558852925,7.4310572963,3353.9583333333,1923.2475007915,0.0433775651,-0.096561922,0.0792298402,5411399.87800021,6209810.078019
623,496,496_Ap,A,0,16,16,16.1,20.4,5.6,5.1,3778,2.1,22.9,16,17.5,3,2,clase 5,NA,3.2,83.7551040649,122664.7109375,30.0008449554,2.6179401875,5.4571242332,0.0516161248,11.4955625534,1.0497360229,0.3103448153,296.558852925,7.4310572963,3353.9583333333,1923.2475007915,0.0433775651,-0.096561922,0.0792298402,5411399.87800021,6209810.078019
624,496,496_B1,AB.BA,36,42,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,clase 5,NA,3.2,83.7551040649,122664.7109375,30.0008449554,2.6179401875,5.4571242332,0.0516161248,11.4955625534,1.0497360229,0.3103448153,296.558852925,7.4310572963,3353.9583333333,1923.2475007915,0.0433775651,-0.096561922,0.0792298402,5411399.87800021,6209810.078019
625,496,496_B22,B,50,90,40,17.3,19.7,6.2,5,3622,0.38,29.2,14.3,20.7,3,2,clase 5,NA,3.2,83.7551040649,122664.7109375,30.0008449554,2.6179401875,5.4571242332,0.0516161248,11.4955625534,1.0497360229,0.3103448153,296.558852925,7.4310572963,3353.9583333333,1923.2475007915,0.0433775651,-0.096561922,0.0792298402,5411399.87800021,6209810.078019
626,496,496_B21,B,42,50,8,15.1,18.3,5.8,4.9,5063,0.72,27.4,14.7,19.6,3,2,clase 5,NA,3.2,83.7551040649,122664.7109375,30.0008449554,2.6179401875,5.4571242332,0.0516161248,11.4955625534,1.0497360229,0.3103448153,296.558852925,7.4310572963,3353.9583333333,1923.2475007915,0.0433775651,-0.096561922,0.0792298402,5411399.87800021,6209810.078019
627,496,496_B3,BC,90,110,20,19.1,20.8,6.2,5,3388,0.3,25.2,14.9,24.3,3,2,clase 5,NA,3.2,83.7551040649,122664.7109375,30.0008449554,2.6179401875,5.4571242332,0.0516161248,11.4955625534,1.0497360229,0.3103448153,296.558852925,7.4310572963,3353.9583333333,1923.2475007915,0.0433775651,-0.096561922,0.0792298402,5411399.87800021,6209810.078019
628,496,496_C,C,110,130,20,16.3,17.5,6.7,5.3,3855,0.2,15.9,11.8,31.6,3,2,clase 5,NA,3.2,83.7551040649,122664.7109375,30.0008449554,2.6179401875,5.4571242332,0.0516161248,11.4955625534,1.0497360229,0.3103448153,296.558852925,7.4310572963,3353.9583333333,1923.2475007915,0.0433775651,-0.096561922,0.0792298402,5411399.87800021,6209810.078019
629,497,497_A13,A,28,42,14,19.4,22.9,6.9,5.5,1123,1.04,33.7,33.7,3.5,1,2,clase 2,NA,1.2,71.0914077759,78221.15625,108.1695861816,-68.2185592651,3.1812973022,0.1454148889,15.9443693161,0,0,296.8925884022,7.3054197838,3502.2986111111,1658.4948905005,0.0289356547,-0.0428547039,0.0718087199,5461494.1780025,6227426.07801763
630,497,497_A11,A,0,19,19,25,28.6,6.4,5.4,1101,2.1,27.5,31,3.4,1,2,clase 2,NA,1.2,71.0914077759,78221.15625,108.1695861816,-68.2185592651,3.1812973022,0.1454148889,15.9443693161,0,0,296.8925884022,7.3054197838,3502.2986111111,1658.4948905005,0.0289356547,-0.0428547039,0.0718087199,5461494.1780025,6227426.07801763
631,497,497_A12,A,19,28,9,21.6,23.8,6.8,5.5,1113,1.23,32.4,33.5,3.4,1,2,clase 2,NA,1.2,71.0914077759,78221.15625,108.1695861816,-68.2185592651,3.1812973022,0.1454148889,15.9443693161,0,0,296.8925884022,7.3054197838,3502.2986111111,1658.4948905005,0.0289356547,-0.0428547039,0.0718087199,5461494.1780025,6227426.07801763
632,497,497_A3,AB.BA,42,62,20,19.7,22.4,7.1,5.6,1121,0.7,36.5,36.5,3.9,1,2,clase 2,NA,1.2,71.0914077759,78221.15625,108.1695861816,-68.2185592651,3.1812973022,0.1454148889,15.9443693161,0,0,296.8925884022,7.3054197838,3502.2986111111,1658.4948905005,0.0289356547,-0.0428547039,0.0718087199,5461494.1780025,6227426.07801763
633,497,497_B1,AB.BA,62,88,26,20.3,21.7,7.4,6,1087,0.65,29.1,29.1,5.7,1,2,clase 2,NA,1.2,71.0914077759,78221.15625,108.1695861816,-68.2185592651,3.1812973022,0.1454148889,15.9443693161,0,0,296.8925884022,7.3054197838,3502.2986111111,1658.4948905005,0.0289356547,-0.0428547039,0.0718087199,5461494.1780025,6227426.07801763
634,497,497_Bx,B,150,195,45,NA,24.8,8.5,6.6,1098,0.16,NA,NA,NA,1,2,clase 2,NA,1.2,71.0914077759,78221.15625,108.1695861816,-68.2185592651,3.1812973022,0.1454148889,15.9443693161,0,0,296.8925884022,7.3054197838,3502.2986111111,1658.4948905005,0.0289356547,-0.0428547039,0.0718087199,5461494.1780025,6227426.07801763
635,497,497_B2,B,88,150,62,25.1,27.5,7.8,5.9,1101,0.28,30.6,30.6,8.9,1,2,clase 2,NA,1.2,71.0914077759,78221.15625,108.1695861816,-68.2185592651,3.1812973022,0.1454148889,15.9443693161,0,0,296.8925884022,7.3054197838,3502.2986111111,1658.4948905005,0.0289356547,-0.0428547039,0.0718087199,5461494.1780025,6227426.07801763
636,497,497_C,C,195,250,55,21.8,23.7,8.3,6.2,1098,0.09,12.9,24.7,17.2,1,2,clase 2,NA,1.2,71.0914077759,78221.15625,108.1695861816,-68.2185592651,3.1812973022,0.1454148889,15.9443693161,0,0,296.8925884022,7.3054197838,3502.2986111111,1658.4948905005,0.0289356547,-0.0428547039,0.0718087199,5461494.1780025,6227426.07801763
637,498,498_A12,A,12,27,15,18.6,22.8,5.6,5,3858,1.97,25.4,22.2,18.5,3,3,clase 5,NA,3.3,73.1886367798,113351.765625,258.0770263672,-5.2654352188,6.595023632,0.0903337002,13.2358436584,0.7811050415,0,296.6780826265,7.6063799975,3177.7361111111,2117.8465246338,0.0382072379,-0.1577132094,0.0998121576,5435851.77800144,6202298.27802736
638,498,498_Ap,A,0,12,12,22.9,27.2,5.7,5.2,2128,2.51,26.3,21.6,18.1,3,3,clase 5,NA,3.3,73.1886367798,113351.765625,258.0770263672,-5.2654352188,6.595023632,0.0903337002,13.2358436584,0.7811050415,0,296.6780826265,7.6063799975,3177.7361111111,2117.8465246338,0.0382072379,-0.1577132094,0.0998121576,5435851.77800144,6202298.27802736
639,498,498_B1,AB.BA,27,38,11,16.2,19.8,5.7,5.2,3814,1.15,28,18.6,21.6,3,3,clase 5,NA,3.3,73.1886367798,113351.765625,258.0770263672,-5.2654352188,6.595023632,0.0903337002,13.2358436584,0.7811050415,0,296.6780826265,7.6063799975,3177.7361111111,2117.8465246338,0.0382072379,-0.1577132094,0.0998121576,5435851.77800144,6202298.27802736
640,498,498_B2,B,38,84,46,21.9,24.4,5.9,5,3016,0.53,33.1,18.9,20.1,3,3,clase 5,NA,3.3,73.1886367798,113351.765625,258.0770263672,-5.2654352188,6.595023632,0.0903337002,13.2358436584,0.7811050415,0,296.6780826265,7.6063799975,3177.7361111111,2117.8465246338,0.0382072379,-0.1577132094,0.0998121576,5435851.77800144,6202298.27802736
641,498,498_B32 *,BC,105,124,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,clase 5,NA,3.3,73.1886367798,113351.765625,258.0770263672,-5.2654352188,6.595023632,0.0903337002,13.2358436584,0.7811050415,0,296.6780826265,7.6063799975,3177.7361111111,2117.8465246338,0.0382072379,-0.1577132094,0.0998121576,5435851.77800144,6202298.27802736
642,498,498_B31 *,BC,84,105,21,18.7,20,6.1,4.9,3592,0.23,18.3,20.5,29.5,3,3,clase 5,NA,3.3,73.1886367798,113351.765625,258.0770263672,-5.2654352188,6.595023632,0.0903337002,13.2358436584,0.7811050415,0,296.6780826265,7.6063799975,3177.7361111111,2117.8465246338,0.0382072379,-0.1577132094,0.0998121576,5435851.77800144,6202298.27802736
643,498,498_C,C,124,144,20,16.2,17.4,6.3,5.1,4213,0.13,12.5,15.5,25.9,3,3,clase 5,NA,3.3,73.1886367798,113351.765625,258.0770263672,-5.2654352188,6.595023632,0.0903337002,13.2358436584,0.7811050415,0,296.6780826265,7.6063799975,3177.7361111111,2117.8465246338,0.0382072379,-0.1577132094,0.0998121576,5435851.77800144,6202298.27802736
644,499,499_Ap *,A,0,18,18,18.4,21.9,5.4,4.8,1615,1.98,25.8,24.3,17.9,3,3,clase 5,NA,3.3,76.444442749,96456.7578125,189.7420043945,-3.7293686867,4.1544575691,0.1064081192,11.2877969742,3.1288452148,0,297.1083477549,7.8891639409,2936.8263888889,1711.3179288386,0.0261619453,-0.1250179567,0.0647557865,5442895.47800274,6218087.37802205
645,499,499_A1 *,A,18,25,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,clase 5,NA,3.3,76.444442749,96456.7578125,189.7420043945,-3.7293686867,4.1544575691,0.1064081192,11.2877969742,3.1288452148,0,297.1083477549,7.8891639409,2936.8263888889,1711.3179288386,0.0261619453,-0.1250179567,0.0647557865,5442895.47800274,6218087.37802205
646,499,499_B1,AB.BA,25,36,11,16.8,20.5,6.1,4.9,3184,0.98,31,19,17,3,3,clase 5,NA,3.3,76.444442749,96456.7578125,189.7420043945,-3.7293686867,4.1544575691,0.1064081192,11.2877969742,3.1288452148,0,297.1083477549,7.8891639409,2936.8263888889,1711.3179288386,0.0261619453,-0.1250179567,0.0647557865,5442895.47800274,6218087.37802205
