"","id.p","hor","top","bottom","thick","tb","CEC","phw","phkcl","resist","OC","clay","silt20","sand.mf"
"895","576","A",21,31,10,16.1,19.2,6.1,5.1,6652,1.26,29.5,24.2,5.5
"898","576","B",42,66,44,14.1,16.9,6.1,4.9,4217,0.67,24.3,25.2,4.3
"897","576","B",66,94,28,26,27.3,6.8,5.1,2439,0.36,42.6,19.4,4.5
"899","576","B",94,120,26,24.7,27.6,7,5.4,1394,0.22,38.3,20.4,4.2
"901","576","C",185,205,20,NA,26,7.4,6.2,1742,0.09,25.4,28.8,3.2
"903","577","A",0,12,12,15.9,20.4,5.6,4.8,1825,2.48,25.5,24.5,8.4
"904","577","A",12,25,13,15.7,20.1,6.2,5.1,5225,1.61,26.7,20.4,8.2
"906","577","B",36,56,20,28.9,32.1,6.7,5.4,1984,0.59,46.4,16,4.6
"907","577","B",56,82,26,27.7,31.3,7.1,5.7,1915,0.42,44.4,17,6.8
"910","577","C",130,180,50,20.5,22.8,7.2,5.7,2612,0.11,28,27,12.6
"911","577","C",180,200,20,NA,28,8.3,7.2,1741,0.08,26.3,27.4,6.4
"912","578","A",0,15,15,13.7,18.5,5.7,4.8,3467,1.69,23.5,23.5,13.1
"913","578","A",15,30,15,14.6,19.6,6.1,4.9,7300,1.23,24.9,23.8,11.1
"916","578","B",46,84,38,24,30.8,6.1,4.4,2613,0.5,42.8,17.3,9.2
"915","578","B",84,108,24,23.4,25,6.4,4.6,2555,0.24,31.6,23.4,13.4
"917","578","B",130,155,25,28.9,33.6,6.8,4.7,1895,0.09,44.3,21.9,7.5
"920","578","C",200,220,20,NA,29.4,8.3,6.9,1742,0.05,37.2,26.9,7.2
"922","581","A",0,14,14,19.9,24.2,5.6,NA,NA,2.45,26.2,33.6,4
"921","581","A",14,30,16,17.4,19.7,5.9,NA,NA,1.7,26,32.1,10.7
"926","581","B",41,56,15,26.6,31.8,5.8,NA,NA,0.84,53.5,16.9,9.1
"924","581","B",56,85,29,27.4,32,5.5,NA,NA,0.52,52.3,16.5,10.2
"925","581","B",115,150,35,30.2,32.9,6.9,NA,NA,0.2,41.5,25.8,7
"929","581","C",230,310,80,35.1,34.3,9.3,NA,NA,0.1,18.2,31.4,14.6
"930","582","A",0,17,17,16.9,21,6,NA,NA,2.05,26.7,30.4,11.1
"932","582","B",30,58,28,28.9,36.2,5.7,NA,NA,0.64,55.3,17.5,7
"933","582","B",58,85,27,28.3,34.1,5.7,NA,NA,0.38,45.7,22,9.1
"935","582","C",105,115,10,NA,NA,8.4,NA,NA,0.12,11.8,32.7,10.8
"943","587","A",0,14,14,20.3,25.5,6.3,NA,1054,2.37,28.4,31.1,8.9
"944","587","A",14,27,13,17.5,21.9,6.5,NA,1063,1.56,26,33.8,8.1
"946","587","B",37,69,32,26.1,32.1,6.8,NA,1111,0.68,48.3,21.6,9.8
"947","587","B",69,102,33,28.1,31.9,6.7,NA,1101,0.5,49,17.9,10.4
"949","587","C",140,170,30,27.2,30.3,7.1,NA,1088,0.01,34.8,28.5,0.8
"950","589","A",0,17,17,21.2,25.1,6,NA,1053,2.7,29.2,28.7,8.5
"951","589","A",17,29,12,21.5,25.6,6,NA,1054,2.24,29.5,30.5,7.9
"952","589","B",29,55,26,36,42.7,6.7,NA,1123,1.12,58.2,14.3,6
"953","589","B",55,85,30,35.6,40.1,6.7,NA,1122,0.62,57.5,16.2,8.1
"954","589","B",85,110,25,35.8,38.7,7.1,NA,1104,0.39,51.9,18.2,6.9
"956","589","C",180,230,50,38.8,36.3,8.9,NA,1076,0.12,26.3,40.1,7.7
"957","590","A",0,13,13,19.6,23.6,5.6,NA,1049,2.26,26.7,30.7,10.1
"958","590","A",13,25,12,19.3,23.5,5.6,NA,1058,2.32,28.5,32.2,8.8
"961","590","B",35,63,28,37.2,47.5,6.4,NA,1105,0.83,58.8,21.5,4.1
"962","590","B",63,100,37,33,37.8,6.9,NA,1073,0.5,56.6,19.3,6.3
"960","590","B",100,140,40,31.3,32.5,7.4,NA,1075,0.33,50.5,14,7.1
"128","590","BC",140,190,50,35.4,37.5,8.3,NA,1094,0.01,27.9,38.5,7.2
"971","592","A",0,21,21,9.8,12.9,5.7,4.9,NA,0.87,11.2,6.1,56.2
"972","592","A",21,35,14,11.6,14.4,6.2,5.1,NA,0.71,13.2,5.6,46.9
"976","592","C",90,130,40,9.7,11.8,7.1,5.4,NA,0.12,8.5,4.2,34.6
"975","592","C",130,150,20,10.1,12.3,7,5.4,NA,0.1,8.3,3.6,23.2
"977","593","A",0,16,16,14.6,18.4,6.2,5.4,3758,1.86,21.5,15.2,41.4
"978","593","A",16,35,19,14.8,17.5,6.2,5.2,4848,1.79,21.2,16,37.7
"979","593","B",35,70,35,14.1,15.7,6.8,5.5,5252,0.78,24.4,11.1,39.4
"981","593","C",135,150,15,NA,8.4,8.5,7.3,4444,0.09,15.7,10.2,46.5
"983","597","A",0,14,14,13.1,14.6,7,5.4,4213,1.65,17.6,12.2,45.3
"982","597","A",14,30,16,14.9,16,6.9,5.5,3638,1.45,17.7,13.3,42.5
"984","597","B",30,75,45,14.9,14.9,7.3,5.8,5362,0.47,20,10.1,44.1
"986","597","C",150,170,20,12.5,10.8,7.7,6.1,8617,0.1,13.4,7.4,52.2
"988","598","A",0,15,15,14.1,18.7,6.4,5,4728,1.27,16.8,10.5,47.6
"987","598","A",15,33,18,14,16.6,6.7,5.2,4728,0.94,16.7,11,48.3
"989","598","B",33,72,39,14.6,15.5,7,5.5,5319,0.22,17.9,9.3,49.7
"991","598","C",120,160,40,12.7,13.4,7.2,5.8,4531,0.06,14.3,7.8,52.4
"992","599","A",0,15,15,23.7,29.8,5.9,4.9,2640,3.18,31,34.8,17.4
"993","599","A",15,38,23,22.6,27.1,6.2,5,4728,2.56,30,33.4,17.6
"995","599","B",57,105,48,18.7,20,6.9,5,4728,0.14,32.8,21.7,20.9
"996","599","B",105,150,45,18.4,19.5,7,5.1,4728,0.1,29.8,17.7,28.4
"998","599","C",210,230,20,17.9,17.9,7.1,5.3,5516,0.06,19.5,14.8,35.9
"1000","600","A",0,12,12,18,22.7,5.9,5.2,2043,2.8,18.4,24.8,20
"999","600","A",12,24,12,16.5,23,6,4.9,5838,2,24.3,25.1,20.1
"1002","600","B",38,70,32,20.3,24.4,6.9,5,3294,0.48,30.5,27.8,15.6
"1001","600","B",70,100,30,17.9,20.9,6.9,5.1,4170,0.23,29.3,20.1,19.9
"1004","600","C",165,210,45,15.8,15.4,7.8,5.6,5004,0.1,15,15.6,31
"1007","601","B",13,38,25,NA,29.4,9.1,7.2,771,0.61,45.7,14.9,16.8
"1006","601","B",38,64,26,NA,29.8,9.1,7.2,792,0.3,27.8,24.9,16
"1009","601","C",114,140,26,18.4,18.3,8.8,6.3,2210,0.07,17.5,19,29.1
"1011","602","A",0,12,12,22,27.3,6.3,5.5,1918,2.75,35.8,43.3,6.1
"1014","602","B",21,54,33,28.9,34.2,7.6,5.8,1584,0.75,45.1,35.9,5.1
"1013","602","B",54,82,28,32.9,34.8,7.9,5.9,1063,0.63,40.9,30.4,11.5
"1012","602","B",82,107,25,NA,30.2,8.3,6.5,917,0.3,34.7,34.1,11.3
"1394","602","BC",107,125,18,NA,24.5,8.5,6.6,834,0.14,26.6,36.9,12.9
"1017","603","A",0,21,21,12.8,14.4,6.9,5.1,6046,1.61,18.8,27.3,21
"1019","603","B",21,60,39,29.8,29.9,9,6.4,875,0.4,43.9,20.3,13.4
"1018","603","B",60,90,30,NA,26.9,9.2,6.5,938,0.19,26.4,29.6,16.9
"1021","603","C",155,220,65,NA,13.5,8.7,6.3,3252,0.05,19.5,20.1,23.2
"1022","604","A",0,20,20,17.3,19.3,6.4,5.1,5737,2.02,23.1,31.3,17.1
"1023","604","B",34,73,39,NA,23.6,8.7,6.6,1317,0.36,34.9,22.5,14.7
"1024","604","B",73,100,27,NA,23.6,8.8,6.8,1360,0.19,28.8,27.9,14
"1027","604","C",155,195,40,20.5,22.2,8.6,6.4,2422,0.09,23.9,21.3,23.2
"1026","604","C",195,240,45,NA,23,8.5,6.7,2635,0.06,22,23,18.1
"1029","608","A",0,16,16,12.5,16.7,6.6,5.1,4850,1.38,16.4,12.7,50.5
"1030","608","A",16,38,22,14.6,18.3,6.8,5.1,7760,1.12,19.6,13.4,46.6
"1033","608","C",130,150,20,11.5,11.8,7.6,5.6,9700,0.09,15,11.8,51.7
"1035","609","A",0,16,16,11.3,12.9,6.1,5,3891,0.84,8.5,4.6,67.7
"1034","609","A",16,38,22,9.5,13.1,6.7,5,9231,0.69,9.5,3.4,66.4
"1037","609","C",73,140,67,9.7,10.5,7.5,5.8,9955,0.09,8,2.6,69.4
"1038","619","A",0,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","619","A",12,22,10,18.8,22.8,5.4,4.9,1414,2.58,28,16.7,23.5
"1041","619","B",37,64,27,17.1,20.3,6.2,5.1,3357,0.54,34.1,11.2,24.8
"1042","619","B",64,93,29,15.7,19.2,6.5,5.1,4147,0.23,21.3,13,34
"1044","619","C",147,170,23,12.9,14.6,6.8,5.4,6034,0.1,15,20,32.3
"1046","620","A",0,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","620","A",12,25,13,19.4,24,5.5,4.9,2112,2.3,27.3,18.2,27.8
"1048","620","B",42,73,31,15.8,18.2,6.1,5,4336,0.49,24.5,11.2,29.4
"1050","620","C",136,160,24,13.3,15.1,6.6,5.2,4713,0.21,19.6,13.9,33.9
"1051","621","A",0,24,24,12.7,15.3,5.4,4.9,1886,1.48,13.5,12.1,38
"1052","621","B",24,54,30,14.1,17,5.7,5.1,3244,1.24,18.5,10.5,36.9
"1054","621","C",115,157,42,10.9,12.6,7,5.6,6788,0.23,10.4,6.7,44.6
"1056","622","A",0,20,20,13.3,17.4,5.3,4.9,2301,1.69,18.4,11.2,27.4
"1055","622","A",20,35,15,15.9,19.7,5.8,5.1,4261,1.4,20.7,12.1,28.6
"1057","622","B",35,52,17,16,19.5,6.1,5.1,3959,0.8,20.8,9.1,32.7
"1060","622","C",134,188,54,12.2,14.7,7,5.3,5090,0.13,10.6,9.6,34.9
"1062","623","A",0,13,13,17.9,20.1,5.5,5.1,1405,2.42,19.8,11.7,29.8
"1061","623","A",13,29,16,16.5,18.5,5.7,5.2,2477,1.77,19.4,13.3,28.7
"1063","623","B",29,58,29,13.7,15.5,6.2,4.9,4252,0.48,22.1,11.8,35.8
"1065","623","C",120,140,20,12.8,12.7,8.7,7.1,3586,0.09,7,11,35.2
"1066","624","A",0,19,19,16,15,8.9,7.2,1663,0.92,16,25.7,16.2
"1067","624","B",19,34,15,NA,26.5,9.2,7.2,702,0.46,31.1,22.4,13.2
"1068","624","B",46,90,44,NA,35.6,9,7.4,776,0.33,19.8,29.9,8.7
"1421","624","BC",90,150,60,NA,26.6,9.1,7.5,1282,0.23,14,26,15.6
"1071","625","A",0,14,14,NA,NA,NA,NA,1811,NA,NA,NA,NA
"1072","625","A",14,24,10,17.2,19.6,5.4,4.9,4807,2.2,25.2,19.6,20.3
"1074","625","B",37,81,44,20.1,22.3,6.2,5.1,4510,0.58,36.8,12.3,19.6
"1076","625","C",138,158,20,15.8,17,6.9,5.3,NA,0.12,12.5,17.2,27.3
"1078","626","A",0,17,17,17.4,19.8,5.3,5,1261,1.97,20.9,15.4,24.5
"1077","626","A",17,34,17,17.4,19.5,5.9,5.3,2942,1.5,20.7,14.5,25.8
"1079","626","B",34,71,37,16.9,18.5,6.3,5.2,3554,0.53,22.9,14,30.5
"1081","626","C",134,154,20,13.2,13.9,6.9,5.4,6879,0.17,7.5,12.5,31
"1083","627","A",0,18,18,15.3,19.9,5.3,4.9,1872,2.05,17.1,17,32.9
"1082","627","A",18,33,15,10.8,12.3,5.9,5.1,4394,1.02,14,14,35.4
"1084","627","B",33,62,29,17.6,18,8.3,6.5,2369,0.29,18.8,14.7,34.6
"1086","627","C",126,146,20,NA,13.7,9.3,8,2701,0.06,9.8,15.5,33.2
"1087","628","A",0,15,15,15.4,18.8,6.3,5.4,2080,2.52,20.2,18.2,22.6
"1088","628","B",30,65,35,28,28.4,8.4,6.4,1168,0.37,23.6,24.8,18.2
"1089","628","B",65,75,10,NA,34.1,9.1,7.4,785,0.31,30.3,20,23.2
"1481","628","BC",75,115,40,NA,20.9,9.3,7.5,1752,0.12,12.3,15.8,29.6
"1093","629","A",0,16,16,14.4,18.2,5.5,4.7,1922,2.46,17,12.9,26.3
"1092","629","A",16,35,19,16.3,19.1,6.3,5.5,3364,1.98,18,12.5,31
"1095","629","B",35,50,15,25.7,24.7,9.4,7.8,665,0.42,20.2,19.5,27.1
"1094","629","B",50,75,25,NA,24.4,9.8,8.2,658,0.2,8,21.1,25.8
"1097","629","C",110,140,30,NA,16.5,9.6,7.9,1368,0.1,9.2,17.8,21.8
"1105","631","A",0,23,23,19.3,22.7,6.7,5.3,6405,2.21,26.3,25.6,19
"1107","631","B",31,65,34,23.3,25,7,5.1,3204,0.61,36.1,19.8,16.3
"1108","631","B",65,86,21,23.1,24.5,7.2,5,3204,0.38,27.9,22.2,17.8
"1110","631","C",127,147,20,17.2,17.4,7.5,5.8,3204,0.14,14.8,14.9,28.9
"1111","634","A",0,18,18,18.1,17.2,7.6,6.4,1246,2,14,14.9,37.5
"1112","634","A",18,28,10,20.6,18.8,9.1,7.4,1018,1.72,18.6,16.8,29.8
"1113","634","B",28,62,34,NA,29.8,9.6,7.9,395,0.56,41.8,12.7,22.7
"1115","634","C",102,160,58,NA,15.6,9.7,7.4,1149,0.08,13.8,12.8,37.8
"1116","634","C",160,180,20,NA,13.2,9.5,7.8,2432,0.08,10,10.5,36.9
"1117","638","A",0,20,20,17.1,21.6,6.7,5.6,5061,2.15,24.6,18.7,25.4
"1119","638","B",33,72,39,20.1,24.6,7,5.2,3037,0.45,37.5,15.3,21.5
"1121","638","C",127,147,20,13.3,13.5,7.7,5.8,6411,0.05,12.1,13,36.4
"1122","640","A",0,10,10,18.2,23,6.6,5.2,4993,2.62,22.7,29.8,23.1
"1123","640","A",10,20,10,17.3,23.6,6.5,5.1,5992,2.35,24.5,28.8,21.7
"1126","640","B",35,70,35,21.4,25.2,6.7,5.2,3329,0.62,36.6,14.9,16.1
"1125","640","B",70,95,25,20.7,20.7,6.8,5.2,3178,0.41,26.4,18.9,26.8
"1128","640","C",140,160,20,16.1,16.6,6.9,5.5,4494,0.22,16.7,19.3,32
"1129","641","A",0,15,15,13.4,19.3,6.1,4.8,2134,2.65,23.5,28,16.6
"1130","641","B",22,43,21,NA,31.5,8.7,6.8,675,0.86,39.2,39.4,8.6
"1516","641","BC",43,63,20,NA,26.3,9.2,7.6,641,0.07,31.1,40.3,7.8
"1133","642","A",0,15,15,19.6,19.9,7,5.7,4444,2.13,19,23.2,28.3
"1134","642","A",15,26,11,16.4,16.9,6.9,5.6,5867,1.35,19.9,22.2,21.4
"1136","642","B",37,82,45,23.8,23.1,7.2,5.2,3377,0.45,29.6,21.5,18.8
"1137","642","B",82,110,28,21.8,21,7.4,5.2,3022,0.28,27.9,17,23
"1139","642","C",170,190,20,18.2,17.4,7.7,6,4979,0.14,14.1,18.6,29.4
"1140","643","A",0,15,15,15.9,19.1,6.4,5.3,3942,2.31,21.5,27.5,16.8
"1142","643","B",24,60,36,NA,18.8,8.8,6.7,1067,0.58,31,20.9,14.1
"1141","643","B",60,84,24,NA,27.4,9.4,7.5,675,0.47,28,24.3,16.1
"1144","643","C",148,168,20,20.3,16.4,9.2,7,2958,0.13,18.4,18.3,28
"1153","645","A",0,15,15,15.2,18.8,5.6,5,2818,1.9,18.5,13.5,35.3
"1152","645","A",15,28,13,16.5,20.2,5.7,4.9,3272,1.74,21.5,13.2,37
"1154","645","B",28,50,22,15.7,18.4,6.2,4.9,3499,0.97,24.5,11.2,37.9
"1156","645","C",70,90,20,11.9,13.7,7.4,5.6,7402,0.22,6.7,7.7,54.4
"1158","646","A",0,18,18,19.7,24.8,5.6,4.9,2818,2.71,25.9,16.6,25.7
"1157","646","A",18,29,11,18.3,22.8,5.7,4.9,3999,1.68,25.4,15,27.9
"1160","646","B",39,63,24,17.3,20.3,6.2,4.9,4174,0.64,27.2,13.3,31
"1162","646","C",100,120,20,16.1,17.1,7,5.4,4093,0.17,10.4,20.8,33.5
"1163","647","A",0,26,26,19.7,24,5.9,5.2,3527,2.38,26.2,15.5,30.5
"1164","647","A",26,41,15,15.1,18,6.2,5.1,4136,1.06,25.9,12.4,32.6
"1165","647","B",41,70,29,16.7,19.1,6.3,4.9,4049,0.6,25.4,14.1,30.6
"1167","647","C",130,150,20,16.9,16.2,8.2,6.4,4572,0.22,8,11.7,43.5
"1169","648","A",0,12,12,16.4,21.5,5.8,5,2874,2.75,21,15.9,36.2
"1168","648","A",12,31,19,16.6,20,6.6,5.4,3614,1.8,20.6,13.3,40.2
"1170","648","B",31,65,34,NA,22.8,9.1,7,740,0.6,19,17,29.5
"1172","648","C",115,133,18,NA,15.9,9.4,7.7,1570,0.07,10,16.8,30.1
"1173","648","C",133,153,20,NA,16.3,9.5,8,2256,0.02,8,17.8,29.5
"1175","650","A",0,12,12,21,25.6,5.6,4.8,3532,2.62,26.4,19.5,18.2
"1174","650","A",12,25,13,21,25.5,5.8,4.9,4562,2.1,26.9,18.3,21.9
"1176","650","B",44,71,27,26,29.8,6.4,4.7,2232,0.38,32.9,17.7,20
"1178","650","C",95,115,20,NA,16.5,8.5,7.3,4277,0.1,6.1,18.2,28.7
"1180","652","A",0,19,19,19.4,24.5,5.5,4.9,2557,2.13,25,21.6,18.2
"1181","652","A",19,31,12,19,24.2,5.7,4.9,4277,2.02,25.5,21.4,18.3
"1183","652","B",50,96,46,19.2,22.6,6.3,4.7,2998,0.43,34.8,12.7,19.7
"1186","652","C",195,215,20,18.9,20.2,7.3,5.5,4277,0.07,9.4,24.4,22
"1188","653","A",0,14,14,21.4,27.3,5.3,4.7,2381,2.65,29.7,24.9,15.4
"1187","653","A",14,24,10,22.1,25.9,5.4,4.7,2953,1.94,29.8,20.7,16.1
"1191","653","B",50,94,44,20.1,22.6,6.3,4.8,3181,0.44,31.9,16.8,20.7
"1192","653","B",94,120,26,24.1,26.8,6.5,4.9,2499,0.34,26.6,16.8,21.3
"1194","653","C",160,180,20,15.9,16.9,7,5,4999,0.09,7.5,24.1,32.8
"1195","654","A",0,26,26,19.8,23.8,5.7,5,3726,2.48,21,19.2,29.7
"1197","654","B",34,65,31,19.6,23.6,5.9,4.8,3226,0.58,27.8,16,24.1
"1199","654","C",145,165,20,16.6,15.6,8.4,6.3,3701,0.09,8.4,18.6,33.9
"1201","655","A",0,14,14,19.3,23.2,5.7,5,2851,1.91,22.2,14.8,36.9
"1200","655","A",14,27,13,17.5,20.8,5.8,5.1,4039,1.32,24.1,13.3,36.1
"1203","655","B",27,43,16,17,19.5,6.1,5,4324,0.66,27.2,10.8,38.1
"1202","655","B",43,62,19,16.5,18.7,6.2,4.9,4752,0.3,24.2,9.5,40.2
"1205","655","C",115,135,20,13.8,15.5,6.9,5.2,7366,0.06,9,13,47
"1206","656","A",0,21,21,19.5,24,5.6,5.1,2946,1.89,24.5,18.1,31.5
"1207","656","B",47,89,42,24.7,27.3,6.5,5,2756,0.33,32.6,15.4,29.8
"1209","656","C",140,170,30,16.4,15.1,8.1,6.6,4227,0.08,21.8,20.3,20.6
"1210","656","C",170,190,20,NA,16.5,8.6,7.4,3422,0.06,7.2,16.4,27.3
"1214","657","A",0,14,14,14.2,20.5,5.5,4.7,2177,1.92,18.7,18.9,21
"1213","657","A",14,25,11,17,20.8,5.7,4.9,4790,1.57,23.3,18.1,20.6
"1216","657","B",38,100,62,21.1,23.7,6.7,5.2,2664,0.36,33.2,14.7,22.4
"1220","657","C",230,250,20,NA,23,8.6,7.3,1829,0.03,13.2,28.5,9.7
"1222","658","A",0,17,17,18.7,23.4,5.9,5.4,3060,2.5,25.4,20.8,19.2
"1221","658","A",17,27,10,18.7,24,6,5.3,3858,2.19,26,22.3,17.6
"1224","658","B",37,82,45,24.2,31.5,6.4,4.9,2350,0.55,40.7,18,16.3
"1227","658","C",162,182,20,17.5,20.5,6.8,5.3,3725,0.1,8.4,25.7,28.5
"1229","659","A",0,10,10,18.1,22.9,5.8,5.1,3989,2.7,26.6,20.9,20.5
"1228","659","A",10,23,13,17.4,23.3,5.7,5,3503,2.49,26,19.9,19.3
"1231","659","B",35,96,61,20.5,25.8,6.7,4.9,2761,0.48,34,19.5,19.4
"1234","659","C",165,185,20,17.6,21.3,7.3,5.2,3962,0.09,7.5,24.6,27
"1236","660","A",0,15,15,21.1,25.8,5.8,5.1,4418,2.52,26.5,21.4,17
"1235","660","A",15,27,12,18.5,22.9,6,5.1,4326,1.89,26.3,20.6,16.8
"1238","660","B",43,100,57,21.5,25.5,6.4,4.7,2623,0.52,37.6,15.7,18.9
"1240","660","C",144,164,20,14.4,17.2,6.9,5,4661,0.12,4.8,15.1,38.8
"1241","661","A",0,15,15,11,15.5,5.1,4.4,2331,2,20.5,27.9,12.3
"1242","661","B",21,52,31,36.1,30.4,8.5,6.5,1445,0.42,38.7,21.4,13.6
"1244","661","C",80,100,20,NA,20.7,8.4,6.5,2377,0.17,10.9,24.6,26.6
"1253","663","A",0,18,18,21.3,26.3,5.6,4.9,2376,2.97,24.1,21.5,16.6
"1252","663","A",18,28,10,18.8,23,5.6,5.1,2424,2.33,23.7,20.4,17.7
"1254","663","B",43,95,52,23.2,27.4,6.7,4.9,2257,0.27,28.9,18.6,15.5
"1258","663","C",200,220,20,NA,17.5,8.9,7.6,2661,0.05,11.6,23.8,29
"1260","664","A",0,15,15,22.9,29.2,5.5,5,2135,3.06,25.7,19.6,15.4
"1261","664","A",15,29,14,21.2,27.6,5.8,5.2,2899,2.06,25.3,21.4,19.3
"1263","664","B",42,94,52,21.3,25.6,6.5,5.3,2233,0.5,34.1,17.5,18.9
"1266","664","C",190,210,20,NA,16.9,8.7,7.1,2566,0.13,7.8,21.8,27.1
"1267","665","A",0,12,12,24.7,28.1,6.3,5.3,4464,2.89,24.9,33.1,11.5
"1268","665","A",12,26,14,24.4,27.1,6.5,5.3,5789,2.38,30.2,31.1,11.6
"1271","665","B",45,87,42,22.9,25,6.8,5.2,3011,0.61,38.4,24,10.7
"1270","665","B",87,125,38,23.9,25.7,6.8,5.1,2846,0.21,33.4,28.9,10.8
"1273","665","C",190,210,20,25.1,27.6,7.3,5.6,3944,0.13,23.6,31.9,7.4
"1274","666","A",0,25,25,26.5,32,6.7,5.5,3638,2.79,27.4,25.5,17.9
"1275","666","B",43,80,37,24.5,26.2,6.7,5.2,2414,0.42,43.9,18.5,13.1
"1276","666","B",80,105,25,18.2,25.3,6.7,5.1,2482,0.28,34.1,21.7,14.1
"1279","666","C",140,200,60,NA,20.2,7.1,5.2,3176,0.06,13.7,22.6,22.2
"1278","666","C",200,220,20,NA,35.6,8.7,7,1885,0.03,13.3,32.7,12.6
"1282","667","A",0,12,12,19,23.7,6.1,5.1,5125,1.91,25.6,27.9,15.4
"1281","667","A",12,26,14,15.8,21.9,6.5,5,6285,0.84,21.1,38.4,11.2
"1284","667","B",40,60,20,25.4,29.2,6.9,4.8,2448,0.23,33.4,29.9,10.3
"1285","667","B",60,100,40,21.9,24.2,7,4.9,3240,0.11,23.8,25,13.9
"1632","667","BC",165,220,55,NA,38.9,8.3,7,1420,0.02,34.2,24.6,11
"1291","669","A",0,16,16,19.8,23.9,6.2,5.5,5434,2.28,27.5,28,14
"1290","669","A",16,33,17,18.7,22.6,6.1,5,5774,2.23,24.1,28.2,16.9
"1293","669","B",54,76,22,25,29.5,6.6,4.7,2478,0.48,36.6,23,11.9
"1294","669","B",76,111,35,23.7,28.3,6.7,4.7,2937,0.31,33.7,23,13.4
"1297","669","C",240,260,20,NA,NA,8.2,7,1868,0.1,20.2,31.4,9.9
"1299","670","A",0,5,5,14.4,17.7,6.3,5,2610,3.06,18.1,26.5,19
"1298","670","A",5,15,10,19.7,18.9,8.5,6.6,1469,1.41,24,21.6,18
"1301","670","B",15,35,20,32.6,33.6,9.2,7.2,578,0.82,47,20.8,8.8
"1300","670","B",35,60,25,28.1,29.9,9.4,7.3,743,0.37,31,25.8,13.3
"1303","670","C",130,150,20,31.8,21.8,9,6.8,1692,NA,18.5,25.9,17.5
"1305","671","A",0,15,15,21.1,26.1,6.2,5.2,2889,2.68,27.7,26.8,14.2
"1304","671","A",15,28,13,19.7,24.4,6.1,5.1,3614,2.07,26.3,27.8,15.6
"1308","671","B",42,70,28,19.4,22.5,6.6,5.1,2904,0.64,32.7,29,10.7
"1307","671","B",70,112,42,20.4,21.3,6.7,5.1,2766,0.21,30.7,24,13.8
"1310","671","C",190,210,20,20.4,20.6,7,5.5,3764,0.16,17.3,25.8,15.7
"1311","673","A",0,10,10,23.3,17.1,8.4,6.8,1750,1.77,19.2,31.6,18.6
"1312","673","A",10,19,9,27.1,18.9,8.9,7.32,1239,1.33,22.5,24.9,18.6
"1314","673","B",19,37,18,40.3,34.6,9.1,7.1,661,0.67,50.6,18,9.5
"1313","673","B",37,54,17,NA,31.7,9.4,7.3,676,0.27,33.6,26.4,8.6
"1316","673","C",85,105,20,25.9,22.2,9.1,7.1,1750,0.15,15.5,20.8,20.1
"1317","674","A",0,19,19,13.3,19.9,5.2,4.7,2879,1.79,24.1,23,13.7
"1318","674","B",19,43,24,15.8,19.3,7.3,5.8,2321,0.33,29.8,20.9,13
"1319","674","B",43,66,23,NA,26.5,8.6,7.3,1332,0.18,29,24,15.2
"1673","674","BC",66,135,69,NA,22.6,8.6,7.2,1740,0.08,21,22.1,15.4
"1322","677","A",0,8,8,17.4,21.9,5.4,4.6,2536,1.64,29.1,24.9,7.9
"1321","677","A",8,20,12,18,21.4,5.4,4.8,3223,1.6,29.2,25.1,8.2
"1325","677","B",30,58,28,23.5,27.9,6.1,4.7,2579,0.5,43.2,18.2,6.9
"1324","677","B",58,95,37,22.9,27.4,6.3,4.8,2535,0.33,34.2,24.6,8.1
"1327","677","C",150,170,20,23.5,26.1,6.9,5.2,2199,0.12,11,34.1,3.3
"1335","681","A",0,13,13,23.8,25.8,5.6,5.1,2675,3.03,27.6,21.3,20.3
"1334","681","A",13,30,17,22.3,24.7,5.7,5.1,3783,2.58,26.4,18.8,18.2
"1337","681","B",46,78,32,20.9,22.8,6.2,5.2,3097,0.58,33.3,18.5,21.9
"1336","681","B",78,100,22,24,25.1,6.4,5.2,2632,0.48,30.5,19.1,23.3
"1340","681","C",125,184,59,18.3,18.1,7.4,5.6,3642,0.2,15.2,20.7,23
"1339","681","C",184,204,20,NA,21.3,8.8,7.4,1354,0.1,NA,NA,NA
"1342","682","A",0,16,16,27.5,30,6,5.6,3135,2.56,30.2,21.9,13.3
"1343","682","A",16,32,16,23.9,26.4,5.9,5.1,4643,2.17,29,24.8,11.4
"1345","682","B",50,77,27,18.7,20.4,6.1,4.7,3677,0.55,33.7,20.7,15.3
"1346","682","B",77,130,53,22.4,23.9,6.2,4.6,3213,0.38,33.9,16.6,18.2
"1348","682","C",190,210,20,21.1,21.4,6.7,4.9,3869,0.09,11.4,26.5,12.9
"1350","683","A",0,16,16,20.9,24.9,5.4,4.8,4643,2.34,27.4,22.3,15.9
"1349","683","A",16,28,12,21.2,23.9,5.8,5,6190,1.56,27,20,17.5
"1351","683","B",44,70,26,18.8,20.5,6.1,4.9,3314,0.55,32.5,19.8,16
"1352","683","B",70,110,40,23.2,24.5,6.5,5,2920,0.43,32.9,18.2,20
"1354","683","C",190,210,20,20.2,20.4,8,NA,3156,0.12,16,23.5,30.5
"1357","684","A",0,17,17,20.3,24.4,5.6,4.8,2722,2.94,24.1,24.1,14.4
